  plus kinetic    875.99   879.87   828.94     0.56    -0.76     0.40 861.60
  plus kinetic    875.02   881.35   828.37    -0.24     0.76    -0.70 861.58
  plus kinetic    873.68   880.94   829.53    -0.35     2.34    -1.09 861.38
  plus kinetic    875.60   876.08   832.18     0.88     1.13    -0.04 861.29
  plus kinetic    877.52   876.64   832.20     2.08     0.11    -0.05 862.12
  plus kinetic    874.88   878.34   831.60     0.15    -3.74    -0.04 861.61
  plus kinetic    873.79   876.45   831.99     0.21    -4.73     0.30 860.74
  plus kinetic    873.90   877.41   831.53     1.00    -2.17     0.17 860.95
  plus kinetic    875.63   879.66   830.04    -1.00    -0.51    -0.75 861.78
  plus kinetic    873.74   876.24   827.69     1.00     3.07    -0.75 859.22
  plus kinetic    877.44   875.91   830.09     1.05     4.50     0.11 861.15
  plus kinetic    878.46   876.39   831.96     0.47     1.77     0.93 862.27
  plus kinetic    876.88   874.70   831.34    -1.57    -0.86     0.58 860.97
  plus kinetic    875.23   877.34   831.18    -2.23    -2.36     1.18 861.25
  plus kinetic    878.33   877.81   828.69    -1.40    -1.06    -1.27 861.61
  plus kinetic    878.32   877.10   829.42    -1.00     2.06    -1.40 861.61
  plus kinetic    875.39   877.74   830.30     1.07     2.58    -0.29 861.14
  plus kinetic    875.24   881.00   830.74     0.54    -0.56    -0.20 862.33
  plus kinetic    876.17   878.32   830.57     1.42    -1.10     0.24 861.69
  plus kinetic    874.08   877.12   828.62     1.52    -0.51    -0.49 859.94
  plus kinetic    876.98   879.31   828.39     0.96    -0.97    -0.64 861.56
  plus kinetic    878.68   877.93   829.94     0.10     0.96    -0.72 862.18
  plus kinetic    879.64   877.55   832.83     1.09     2.37    -0.65 863.34
  plus kinetic    876.99   876.06   830.28    -0.98     1.12    -0.34 861.11
  plus kinetic    879.48   874.67   829.44    -3.45    -0.31    -1.82 861.20
  plus kinetic    881.04   876.16   827.40    -3.98    -1.49    -1.07 861.53
  plus kinetic    882.39   873.98   825.98    -0.63    -1.07    -0.98 860.78
  plus kinetic    880.57   870.60   830.29     0.27    -1.12    -0.63 860.49
  plus kinetic    883.34   871.86   832.22    -0.70    -1.28    -0.08 862.47
  plus kinetic    880.72   872.50   830.22    -0.93    -2.04    -1.43 861.15
  plus kinetic    877.96   874.42   831.53    -0.12    -1.42    -0.08 861.30
  plus kinetic    877.73   876.45   829.29     1.32    -0.23     0.60 861.16
  plus kinetic    877.98   877.63   830.07     2.64    -0.04    -0.75 861.89
  plus kinetic    878.35   875.61   830.07     1.47    -0.69    -0.19 861.34
  plus kinetic    876.06   875.33   830.29     3.60    -1.19    -0.72 860.56
  plus kinetic    875.35   878.65   829.76     3.39    -0.30     0.52 861.25
  plus kinetic    874.77   877.77   829.04     3.17    -0.59     2.05 860.53
  plus kinetic    872.87   876.37   834.36     3.03    -1.59     0.68 861.20
  plus kinetic    874.18   875.03   836.95     0.25     0.21    -2.48 862.05
  plus kinetic    875.65   876.10   834.03    -1.72     0.23    -0.60 861.93
  plus kinetic    875.24   877.35   833.96    -0.51     1.00    -0.53 862.18
  plus kinetic    874.03   877.94   832.96     0.43     1.88    -0.46 861.64
  plus kinetic    872.77   875.37   832.35    -0.18     1.89     1.45 860.16
  plus kinetic    874.17   876.88   830.08    -0.67     0.62     1.77 860.38
  plus kinetic    875.57   875.57   827.69    -0.90    -0.40     0.31 859.61
